visitor_cbgs,year,month,location_name,latitude,longitude,scaled_visits,visits,travel_distance_km,travel_time_minutes,visits_per_person,median_age,median_income
340030193061,2019,5,Diana Ross Playground,40.782214,-73.97178,39.6682926829268,4,15.206,20.2666666666667,0.0195121951219512,49.6,129700
340030193061,2019,7,Cherry Hill Fountain,40.773559,-73.97345,40.2574257425743,4,15.206,20.2666666666667,0.0198019801980198,49.6,129700
340030193061,2019,8,Diana Ross Playground,40.782214,-73.97178,43.2553191489362,4,15.206,20.2666666666667,0.0212765957446809,49.6,129700
340030193061,2019,12,Central Park,40.780777,-73.961689,94.0115606936416,8,15.206,20.2666666666667,0.046242774566474,49.6,129700
340030212001,2018,5,Central Park Windmill League,40.770586,-73.976295,23,4,32.577,28.9833333333333,0.0196078431372549,40.3,95357
340030231001,2018,3,Diana Ross Playground,40.782214,-73.97178,26.4271186440678,4,21.81,23.25,0.0135593220338983,33.4,78875
340030231001,2018,6,Cherry Hill Fountain,40.773559,-73.97345,26.4092140921409,5,21.81,23.25,0.013550135501355,33.4,78875
340030233012,2018,6,Diana Ross Playground,40.782214,-73.97178,54.4117647058824,4,23.105,25.6833333333333,0.0588235294117647,44.3,114231
340030233012,2018,7,Diana Ross Playground,40.782214,-73.97178,56.0606060606061,4,23.105,25.6833333333333,0.0606060606060606,44.3,114231
340030233012,2019,5,Diana Ross Playground,40.782214,-73.97178,55.2238805970149,4,23.105,25.6833333333333,0.0597014925373134,44.3,114231
340030233012,2019,6,Central Park,40.780777,-73.961689,112.121212121212,8,23.105,25.6833333333333,0.121212121212121,44.3,114231
340030233012,2019,6,Diana Ross Playground,40.782214,-73.97178,56.0606060606061,4,23.105,25.6833333333333,0.0606060606060606,44.3,114231
340030233012,2019,7,Central Park,40.780777,-73.961689,129.824561403509,8,23.105,25.6833333333333,0.140350877192982,44.3,114231
340030233012,2019,9,Diana Ross Playground,40.782214,-73.97178,74,4,23.105,25.6833333333333,0.08,44.3,114231
340030233012,2019,10,Ladies Pavilion,40.780412,-73.971345,60.655737704918,4,23.105,25.6833333333333,0.0655737704918033,44.3,114231
340030233012,2019,10,Ladies Pavilion,40.780506,-73.971362,121.311475409836,8,23.105,25.6833333333333,0.131147540983607,44.3,114231
340030233012,2019,10,Ladies Pavilion,40.780506,-73.971338,121.311475409836,8,23.105,25.6833333333333,0.131147540983607,44.3,114231
340030233023,2018,7,Central Park,40.780777,-73.961689,58.9815498154982,8,25.91,28.6833333333333,0.029520295202952,38.7,86250
340030236022,2018,7,Diana Ross Playground,40.782214,-73.97178,33.7630662020906,5,24.075,24.6,0.0174216027874564,30.2,61019
340030236022,2019,2,Diana Ross Playground,40.782214,-73.97178,36.5660377358491,4,24.075,24.6,0.0188679245283019,30.2,61019
340030251004,2018,4,Diana Ross Playground,40.782214,-73.97178,27.725,4,24.25,24.1666666666667,0.025,46.6,99100
340030251004,2018,12,Ladies Pavilion,40.780412,-73.971345,29.5733333333333,4,24.25,24.1666666666667,0.0266666666666667,46.6,99100
340030251004,2018,12,Ladies Pavilion,40.780506,-73.971362,59.1466666666667,8,24.25,24.1666666666667,0.0533333333333333,46.6,99100
340030251004,2018,12,Ladies Pavilion,40.780506,-73.971338,59.1466666666667,8,24.25,24.1666666666667,0.0533333333333333,46.6,99100
340030251004,2019,9,East 72nd Street Playground,40.772219,-73.967929,122.372413793103,16,24.25,24.1666666666667,0.110344827586207,46.6,99100
340030251007,2019,6,Harlem Meer,40.776485,-73.971902,19.9163179916318,4,25.014,25.6,0.0167364016736402,43.4,112708
340030251007,2019,6,Harlem Meer,40.796201,-73.951128,39.8326359832636,8,25.014,25.6,0.0334728033472803,43.4,112708
340030251007,2019,6,Harlem Meer,40.796441,-73.951584,19.9163179916318,4,25.014,25.6,0.0167364016736402,43.4,112708
340030280024,2018,5,Central Park,40.780777,-73.961689,48.1666666666667,8,14.685,18.0833333333333,0.0833333333333333,64.5,38708
340030292002,2018,5,The Arthur Ross Pinetum Playground,40.773501,-73.97495,71.3709677419355,12,20.795,23.3,0.0483870967741936,32.1,60341
340030292002,2018,6,East 72nd Street Playground,40.772219,-73.967929,102.608695652174,16,20.795,23.3,0.0695652173913044,32.1,60341
